PMAID,Zipcode,Name,Feature_ID,hours,Feature_Desc
114,98108,Jefferson Park,19,4 a.m. - 11:30 p.m.,Lawn Bowling
114,98108,Jefferson Park,33,4 a.m. - 11:30 p.m.,Paths
114,98108,Jefferson Park,21,4 a.m. - 11:30 p.m.,Picnic Sites
114,98108,Jefferson Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
114,98108,Jefferson Park,26,4 a.m. - 11:30 p.m.,Rental Facility
114,98108,Jefferson Park,28,4 a.m. - 11:30 p.m.,Skatepark
114,98108,Jefferson Park,44,4 a.m. - 11:30 p.m.,Soccer
114,98108,Jefferson Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
114,98108,Jefferson Park,31,4 a.m. - 11:30 p.m.,Tennis Lights
114,98108,Jefferson Park,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
114,98108,Jefferson Park,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
4153,98108,Jefferson Park Golf Course,53,4 a.m. - 11:30 p.m.,Golf
429,98118,"John C. Little, Sr. Park",74,6 a.m. - 10 p.m.,Adult Fitness Equipment
429,98118,"John C. Little, Sr. Park",3,6 a.m. - 10 p.m.,Basketball (Full)
429,98118,"John C. Little, Sr. Park",4,6 a.m. - 10 p.m.,Basketball (Half)
429,98118,"John C. Little, Sr. Park",33,6 a.m. - 10 p.m.,Paths
429,98118,"John C. Little, Sr. Park",21,6 a.m. - 10 p.m.,Picnic Sites
429,98118,"John C. Little, Sr. Park",41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
429,98118,"John C. Little, Sr. Park",27,6 a.m. - 10 p.m.,Restrooms
429,98118,"John C. Little, Sr. Park",35,6 a.m. - 10 p.m.,Wading Pool or Water Feature
397,98144,Judkins Park and Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
397,98144,Judkins Park and Playfield,3,4 a.m. - 11:30 p.m.,Basketball (Full)
397,98144,Judkins Park and Playfield,69,4 a.m. - 11:30 p.m.,Bike Polo
397,98144,Judkins Park and Playfield,16,4 a.m. - 11:30 p.m.,Decorative Fountain
397,98144,Judkins Park and Playfield,43,4 a.m. - 11:30 p.m.,Football
397,98144,Judkins Park and Playfield,33,4 a.m. - 11:30 p.m.,Paths
397,98144,Judkins Park and Playfield,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
397,98144,Judkins Park and Playfield,21,4 a.m. - 11:30 p.m.,Picnic Sites
397,98144,Judkins Park and Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
397,98144,Judkins Park and Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
397,98144,Judkins Park and Playfield,70,4 a.m. - 11:30 p.m.,Skatespot
397,98144,Judkins Park and Playfield,44,4 a.m. - 11:30 p.m.,Soccer
397,98144,Judkins Park and Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
3122,98144,Katie Black's Garden,17,4 a.m. - 11:30 p.m.,Garden
3122,98144,Katie Black's Garden,33,4 a.m. - 11:30 p.m.,Paths
342,98119,Kerry Park,4,24 hours,Basketball (Half)
342,98119,Kerry Park,22,24 hours,Play Area
342,98119,Kerry Park,34,24 hours,View
342,98119,Kerry Park,9,24 hours,Weddings and Ceremonies
314,98119,Kinnear Park,12,6 a.m. - 10 p.m.,Dog Off Leash Area
314,98119,Kinnear Park,58,6 a.m. - 10 p.m.,Hiking Trails
314,98119,Kinnear Park,18,6 a.m. - 10 p.m.,Historic Landmark
314,98119,Kinnear Park,33,6 a.m. - 10 p.m.,Paths
314,98119,Kinnear Park,22,6 a.m. - 10 p.m.,Play Area
314,98119,Kinnear Park,27,6 a.m. - 10 p.m.,Restrooms
314,98119,Kinnear Park,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
314,98119,Kinnear Park,34,6 a.m. - 10 p.m.,View
314,98119,Kinnear Park,9,6 a.m. - 10 p.m.,Weddings and Ceremonies
314,98119,Kinnear Park,37,6 a.m. - 10 p.m.,Woods
4468,98117,Kirke Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
4468,98117,Kirke Park,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
246,98199,Kiwanis Memorial Preserve Park,56,4 a.m. - 11:30 p.m.,Green Space
311,98121,Myrtle Edwards Park,33,24 Hours,Paths
246,98199,Kiwanis Memorial Preserve Park,37,4 a.m. - 11:30 p.m.,Woods
3915,98104,Kobe Terrace,33,6 a.m. - 10 p.m.,Paths
3915,98104,Kobe Terrace,42,6 a.m. - 10 p.m.,Paths (ADA Compliant)
415,98118,Kubota Garden,17,6 a.m. - 10 p.m.,Garden
415,98118,Kubota Garden,18,6 a.m. - 10 p.m.,Historic Landmark
415,98118,Kubota Garden,33,6 a.m. - 10 p.m.,Paths
415,98118,Kubota Garden,9,6 a.m. - 10 p.m.,Weddings and Ceremonies
487,98125,Lake City Mini Park,20,4 a.m. - 11:30 p.m.,Pesticide Free
4439,98108,Lake People Park (Xacua'bs),58,4 a.m. - 11:30 p.m.,Hiking Trails
4439,98108,Lake People Park (Xacua'bs),33,4 a.m. - 11:30 p.m.,Paths
4439,98108,Lake People Park (Xacua'bs),34,4 a.m. - 11:30 p.m.,View
344,98109,Lake Union Park,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry)
344,98109,Lake Union Park,68,4 a.m. - 11:30 p.m.,Model Boat Pond
344,98109,Lake Union Park,33,4 a.m. - 11:30 p.m.,Paths
344,98109,Lake Union Park,20,4 a.m. - 11:30 p.m.,Pesticide Free
344,98109,Lake Union Park,26,4 a.m. - 11:30 p.m.,Rental Facility
344,98109,Lake Union Park,34,4 a.m. - 11:30 p.m.,View
344,98109,Lake Union Park,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
344,98109,Lake Union Park,36,4 a.m. - 11:30 p.m.,Waterfront
399,98112,Volunteer Park,27,6 a.m. - 10 p.m.,Restrooms
411,98178,Lakeridge Park,11,4 a.m. - 11:30 p.m.,Creek
411,98178,Lakeridge Park,56,4 a.m. - 11:30 p.m.,Green Space
411,98178,Lakeridge Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
411,98178,Lakeridge Park,22,4 a.m. - 11:30 p.m.,Play Area
411,98178,Lakeridge Park,37,4 a.m. - 11:30 p.m.,Woods
3972,98178,Lakeridge Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
3972,98178,Lakeridge Playfield,3,4 a.m. - 11:30 p.m.,Basketball (Full)
3972,98178,Lakeridge Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
3972,98178,Lakeridge Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
365,98112,Lakeview Park,34,4 a.m. - 11:30 p.m.,View
4040,98118,Lakewood Moorage,7,"<b>Tuesday thru Saturday</b><br> 11 a.m. - 5 p.m.<br>
24-hour security gate with tenant access<br> 
(Summer hours 10 a.m. - 5 p.m. Memorial Day thru Labor Day)",Boat Launch (Hand Carry)
4040,98118,Lakewood Moorage,8,"<b>Tuesday thru Saturday</b><br> 11 a.m. - 5 p.m.<br>
24-hour security gate with tenant access<br> 
(Summer hours 10 a.m. - 5 p.m. Memorial Day thru Labor Day)",Boat Moorage
4040,98118,Lakewood Moorage,36,"<b>Tuesday thru Saturday</b><br> 11 a.m. - 5 p.m.<br>
24-hour security gate with tenant access<br> 
(Summer hours 10 a.m. - 5 p.m. Memorial Day thru Labor Day)",Waterfront
316,98199,Lawton Park,45,4 a.m. - 11:30 p.m.,Baseball/Softball
316,98199,Lawton Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
316,98199,Lawton Park,22,4 a.m. - 11:30 p.m.,Play Area
316,98199,Lawton Park,44,4 a.m. - 11:30 p.m.,Soccer
316,98199,Lawton Park,37,4 a.m. - 11:30 p.m.,Woods
367,98122,Leschi Park,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry)
367,98122,Leschi Park,8,4 a.m. - 11:30 p.m.,Boat Moorage
367,98122,Leschi Park,33,4 a.m. - 11:30 p.m.,Paths
367,98122,Leschi Park,22,4 a.m. - 11:30 p.m.,Play Area
367,98122,Leschi Park,27,4 a.m. - 11:30 p.m.,Restrooms
367,98122,Leschi Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
367,98122,Leschi Park,34,4 a.m. - 11:30 p.m.,View
367,98122,Leschi Park,37,4 a.m. - 11:30 p.m.,Woods
263,98122,Leschi-Lake Dell Natural Area,56,4 a.m. - 11:30 p.m.,Green Space
263,98122,Leschi-Lake Dell Natural Area,58,4 a.m. - 11:30 p.m.,Hiking Trails
286,98103,Licton Springs Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
286,98103,Licton Springs Park,33,4 a.m. - 11:30 p.m.,Paths
286,98103,Licton Springs Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
286,98103,Licton Springs Park,27,4 a.m. - 11:30 p.m.,Restrooms
286,98103,Licton Springs Park,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
286,98103,Licton Springs Park,37,4 a.m. - 11:30 p.m.,Woods
460,98136,Lincoln Park,45,4 a.m. - 11:30 p.m.,Baseball/Softball
460,98136,Lincoln Park,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry)
460,98136,Lincoln Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
460,98136,Lincoln Park,54,4 a.m. - 11:30 p.m.,Horseshoe Pits
460,98136,Lincoln Park,33,4 a.m. - 11:30 p.m.,Paths
460,98136,Lincoln Park,21,4 a.m. - 11:30 p.m.,Picnic Sites
318,98199,Ella Bailey Park,34,4 a.m. - 11:30 p.m.,View
460,98136,Lincoln Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
460,98136,Lincoln Park,24,4 a.m. - 11:30 p.m.,Pool (Outdoor)
460,98136,Lincoln Park,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
460,98136,Lincoln Park,27,4 a.m. - 11:30 p.m.,Restrooms
460,98136,Lincoln Park,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
460,98136,Lincoln Park,44,4 a.m. - 11:30 p.m.,Soccer
460,98136,Lincoln Park,34,4 a.m. - 11:30 p.m.,View
460,98136,Lincoln Park,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
460,98136,Lincoln Park,37,4 a.m. - 11:30 p.m.,Woods
4419,98103,Linden Orchard Park,22,4 a.m. - 11:30 p.m.,Play Area
4419,98103,Linden Orchard Park,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
297,98125,Little Brook Park,11,4 a.m. - 11:30 p.m.,Creek
297,98125,Little Brook Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
297,98125,Little Brook Park,27,4 a.m. - 11:30 p.m.,Restrooms
301,98177,Llandover Woods Greenspace,56,4 a.m. - 11:30 p.m.,Green Space
301,98177,Llandover Woods Greenspace,37,4 a.m. - 11:30 p.m.,Woods
461,98136,Lowman Beach Park,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry)
461,98136,Lowman Beach Park,22,4 a.m. - 11:30 p.m.,Play Area
461,98136,Lowman Beach Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
461,98136,Lowman Beach Park,34,4 a.m. - 11:30 p.m.,View
461,98136,Lowman Beach Park,36,4 a.m. - 11:30 p.m.,Waterfront
4075,98102,Lynn Street Mini Park,34,4 a.m. - 11:30 p.m.,View
4422,98109,MacLean Park,33,4 a.m. - 11:30 p.m.,Paths
4422,98109,MacLean Park,34,4 a.m. - 11:30 p.m.,View
369,98112,Madison Park,5,4 a.m. - 11:30 p.m.,Guarded Beach
369,98112,Madison Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
369,98112,Madison Park,26,4 a.m. - 11:30 p.m.,Rental Facility
369,98112,Madison Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
369,98112,Madison Park,31,4 a.m. - 11:30 p.m.,Tennis Lights
369,98112,Madison Park,34,4 a.m. - 11:30 p.m.,View
369,98112,Madison Park,36,4 a.m. - 11:30 p.m.,Waterfront
369,98112,Madison Park,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
4441,98112,Madison Park North Beach,22,4 a.m. - 11:30 p.m.,Play Area
4441,98112,Madison Park North Beach,34,4 a.m. - 11:30 p.m.,View
4441,98112,Madison Park North Beach,36,4 a.m. - 11:30 p.m.,Waterfront
4005,98122,Madrona Briar Patch,33,4 a.m. - 11:30 p.m.,Paths
370,98122,Madrona Park,11,4 a.m. - 11:30 p.m.,Creek
370,98122,Madrona Park,5,4 a.m. - 11:30 p.m.,Guarded Beach
370,98122,Madrona Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
370,98122,Madrona Park,33,4 a.m. - 11:30 p.m.,Paths
370,98122,Madrona Park,21,4 a.m. - 11:30 p.m.,Picnic Sites
370,98122,Madrona Park,22,4 a.m. - 11:30 p.m.,Play Area
370,98122,Madrona Park,27,4 a.m. - 11:30 p.m.,Restrooms
370,98122,Madrona Park,34,4 a.m. - 11:30 p.m.,View
370,98122,Madrona Park,36,4 a.m. - 11:30 p.m.,Waterfront
370,98122,Madrona Park,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
370,98122,Madrona Park,37,4 a.m. - 11:30 p.m.,Woods
492,98199,Magnolia Greenbelt,56,4 a.m. - 11:30 p.m.,Green Space
492,98199,Magnolia Greenbelt,37,4 a.m. - 11:30 p.m.,Woods
747,98119,Magnolia Manor Park,12,4 a.m. - 11:30 p.m.,Dog Off Leash Area
317,98199,Magnolia Park,10,4 a.m. - 11:30 p.m.,Community Center
317,98199,Magnolia Park,33,4 a.m. - 11:30 p.m.,Paths
317,98199,Magnolia Park,21,4 a.m. - 11:30 p.m.,Picnic Sites
317,98199,Magnolia Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
317,98199,Magnolia Park,27,4 a.m. - 11:30 p.m.,Restrooms
317,98199,Magnolia Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
317,98199,Magnolia Park,34,4 a.m. - 11:30 p.m.,View
317,98199,Magnolia Park,36,4 a.m. - 11:30 p.m.,Waterfront
317,98199,Magnolia Park,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
317,98199,Magnolia Park,37,4 a.m. - 11:30 p.m.,Woods
2970,98144,Magnolia Tidelands Park,20,4 a.m. - 11:30 p.m.,Pesticide Free
4434,98125,Maple Leaf Community Garden,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
1630,98108,Maple School Ravine,56,4 a.m. - 11:30 p.m.,Green Space
1630,98108,Maple School Ravine,37,4 a.m. - 11:30 p.m.,Woods
4447,98108,Marra-Desimone Park,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
320,98119,Marshall Park,34,4 a.m. - 11:30 p.m.,View
432,98115,Martha Washington Park,7,6 a.m. - 10 p.m.,Boat Launch (Hand Carry)
432,98115,Martha Washington Park,58,6 a.m. - 10 p.m.,Hiking Trails
432,98115,Martha Washington Park,33,6 a.m. - 10 p.m.,Paths
432,98115,Martha Washington Park,34,6 a.m. - 10 p.m.,View
432,98115,Martha Washington Park,36,6 a.m. - 10 p.m.,Waterfront
3923,98144,"Martin Luther King, Jr. Memorial",33,4 a.m. - 11:30 p.m.,Paths
3923,98144,"Martin Luther King, Jr. Memorial",34,4 a.m. - 11:30 p.m.,View
347,98115,Matthews Beach Park,7,6 a.m. - 10 p.m.,Boat Launch (Hand Carry)
347,98115,Matthews Beach Park,11,6 a.m. - 10 p.m.,Creek
347,98115,Matthews Beach Park,5,6 a.m. - 10 p.m.,Guarded Beach
347,98115,Matthews Beach Park,58,6 a.m. - 10 p.m.,Hiking Trails
347,98115,Matthews Beach Park,33,6 a.m. - 10 p.m.,Paths
347,98115,Matthews Beach Park,21,6 a.m. - 10 p.m.,Picnic Sites
347,98115,Matthews Beach Park,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
347,98115,Matthews Beach Park,27,6 a.m. - 10 p.m.,Restrooms
347,98115,Matthews Beach Park,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
347,98115,Matthews Beach Park,34,6 a.m. - 10 p.m.,View
347,98115,Matthews Beach Park,36,6 a.m. - 10 p.m.,Waterfront
321,98109,Mayfair Park,20,4 a.m. - 11:30 p.m.,Pesticide Free
321,98109,Mayfair Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
4013,98112,McGilvra Boulevard,34,4 a.m. - 11:30 p.m.,View
268,98116,Me-Kwa-Mooks Natural Area,56,4 a.m. - 11:30 p.m.,Green Space
268,98116,Me-Kwa-Mooks Natural Area,37,4 a.m. - 11:30 p.m.,Woods
473,98116,Me-Kwa-Mooks Park,33,6 a.m. - 11 p.m.,Paths
473,98116,Me-Kwa-Mooks Park,21,6 a.m. - 11 p.m.,Picnic Sites
473,98116,Me-Kwa-Mooks Park,37,6 a.m. - 11 p.m.,Woods
291,98133,Mineral Springs Park,62,4 a.m. - 10 p.m.,Disc Golf
291,98133,Mineral Springs Park,33,4 a.m. - 10 p.m.,Paths
277,98115,Mock Creek Ravine,56,4 a.m. - 11:30 p.m.,Green Space
419,98144,Mt. Baker Park,11,6 a.m. - 10 p.m.,Creek
419,98144,Mt. Baker Park,15,6 a.m. - 10 p.m.,Fishing
419,98144,Mt. Baker Park,5,6 a.m. - 10 p.m.,Guarded Beach
419,98144,Mt. Baker Park,58,6 a.m. - 10 p.m.,Hiking Trails
419,98144,Mt. Baker Park,33,6 a.m. - 10 p.m.,Paths
419,98144,Mt. Baker Park,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
419,98144,Mt. Baker Park,27,6 a.m. - 10 p.m.,Restrooms
419,98144,Mt. Baker Park,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
419,98144,Mt. Baker Park,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
419,98144,Mt. Baker Park,31,6 a.m. - 10 p.m.,Tennis Lights
419,98144,Mt. Baker Park,34,6 a.m. - 10 p.m.,View
419,98144,Mt. Baker Park,36,6 a.m. - 10 p.m.,Waterfront
419,98144,Mt. Baker Park,9,6 a.m. - 10 p.m.,Weddings and Ceremonies
419,98144,Mt. Baker Park,37,6 a.m. - 10 p.m.,Woods
4019,98144,Mt. Claire Park,34,4 a.m. - 11:30 p.m.,View
311,98121,Myrtle Edwards Park,52,24 Hours,Bike Trail
311,98121,Myrtle Edwards Park,42,24 Hours,Paths (ADA Compliant)
311,98121,Myrtle Edwards Park,34,24 Hours,View
311,98121,Myrtle Edwards Park,36,24 Hours,Waterfront
4463,98126,Myrtle Reservoir,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
4403,98122,Nora's Woods,33,4 a.m. - 11:30 p.m.,Paths
247,98117,North Beach Park,11,4 a.m. - 11:30 p.m.,Creek
247,98117,North Beach Park,56,4 a.m. - 11:30 p.m.,Green Space
247,98117,North Beach Park,37,4 a.m. - 11:30 p.m.,Woods
2956,98105,North Passage Point Park,34,4 a.m. - 11:30 p.m.,View
2956,98105,North Passage Point Park,36,4 a.m. - 11:30 p.m.,Waterfront
361,98125,Northacres Park,45,6 a.m. - 10 p.m.,Baseball/Softball
361,98125,Northacres Park,12,6 a.m. - 10 p.m.,Dog Off Leash Area
361,98125,Northacres Park,58,6 a.m. - 10 p.m.,Hiking Trails
361,98125,Northacres Park,33,6 a.m. - 10 p.m.,Paths
361,98125,Northacres Park,21,6 a.m. - 10 p.m.,Picnic Sites
361,98125,Northacres Park,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
361,98125,Northacres Park,27,6 a.m. - 10 p.m.,Restrooms
361,98125,Northacres Park,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
361,98125,Northacres Park,44,6 a.m. - 10 p.m.,Soccer
361,98125,Northacres Park,35,6 a.m. - 10 p.m.,Wading Pool or Water Feature
361,98125,Northacres Park,37,6 a.m. - 10 p.m.,Woods
279,98109,Northeast Queen Anne Greenbelt,56,4 a.m. - 11:30 p.m.,Green Space
279,98109,Northeast Queen Anne Greenbelt,58,4 a.m. - 11:30 p.m.,Hiking Trails
279,98109,Northeast Queen Anne Greenbelt,37,4 a.m. - 11:30 p.m.,Woods
4445,98125,Northgate Park,20,4 a.m. - 11:30 p.m.,Pesticide Free
4445,98125,Northgate Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
4452,98105,Northlake Park,34,4 a.m. - 11:30 p.m.,View
4452,98105,Northlake Park,36,4 a.m. - 11:30 p.m.,Waterfront
4161,98107,Northwest 60th St. Viewpoint,34,4 a.m. - 11:30 p.m.,View
322,98109,Observatory Courts,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
323,98104,Occidental Square,16,6 a.m. - 10 p.m.,Decorative Fountain
323,98104,Occidental Square,33,6 a.m. - 10 p.m.,Paths
323,98104,Occidental Square,27,6 a.m. - 10 p.m.,Restrooms
3005,98199,Open Water Park,32,4 a.m. - 11:30 p.m.,Tidelands
3005,98199,Open Water Park,36,4 a.m. - 11:30 p.m.,Waterfront
300,98136,Orchard Street Ravine,56,4 a.m. - 11:30 p.m.,Green Space
4416,98108,Oxbow Park,22,4 a.m. - 11:30 p.m.,Play Area
4416,98108,Oxbow Park,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
324,98119,Parsons Gardens,17,6 a.m. - 10 p.m.,Garden
324,98119,Parsons Gardens,18,6 a.m. - 10 p.m.,Historic Landmark
324,98119,Parsons Gardens,9,6 a.m. - 10 p.m.,Weddings and Ceremonies
4029,98105,Peace Park,34,4 a.m. - 11:30 p.m.,View
237,98136,Pelly Place Natural Area,56,4 a.m. - 11:30 p.m.,Green Space
274,98101,Piers 62 and 63,34,6 a.m. - 10 p.m.,View
282,98106,Pigeon Point Park,56,4 a.m. - 11:30 p.m.,Green Space
282,98106,Pigeon Point Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
282,98106,Pigeon Point Park,37,4 a.m. - 11:30 p.m.,Woods
325,98104,Pioneer Square,16,6 a.m. - 10 p.m.,Decorative Fountain
325,98104,Pioneer Square,18,6 a.m. - 10 p.m.,Historic Landmark
275,98133,Pipers Creek Natural Area,56,4 a.m. - 11:30 p.m.,Green Space
387,98122,Plum Tree Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
4000,98101,Plymouth Pillars Park,12,6 a.m. - 10 p.m.,Dog Off Leash Area
4000,98101,Plymouth Pillars Park,34,6 a.m. - 10 p.m.,View
345,98112,Powell Barnett Park,3,4 a.m. - 11:30 p.m.,Basketball (Full)
345,98112,Powell Barnett Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
345,98112,Powell Barnett Park,27,4 a.m. - 11:30 p.m.,Restrooms
345,98112,Powell Barnett Park,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
345,98112,Powell Barnett Park,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
390,98144,Pratt Park,3,6 a.m. - 10 p.m.,Basketball (Full)
390,98144,Pratt Park,4,6 a.m. - 10 p.m.,Basketball (Half)
390,98144,Pratt Park,16,6 a.m. - 10 p.m.,Decorative Fountain
390,98144,Pratt Park,33,6 a.m. - 10 p.m.,Paths
390,98144,Pratt Park,42,6 a.m. - 10 p.m.,Paths (ADA Compliant)
390,98144,Pratt Park,21,6 a.m. - 10 p.m.,Picnic Sites
390,98144,Pratt Park,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
390,98144,Pratt Park,27,6 a.m. - 10 p.m.,Restrooms
390,98144,Pratt Park,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
390,98144,Pratt Park,35,6 a.m. - 10 p.m.,Wading Pool or Water Feature
326,98104,Prefontaine Place,16,6 a.m. - 10 p.m.,Decorative Fountain
357,98112,Prentis I. Frazier Park,4,6 a.m. - 10 p.m.,Basketball (Half)
357,98112,Prentis I. Frazier Park,22,6 a.m. - 10 p.m.,Play Area
420,98118,Pritchard Island Beach,5,6 a.m. - 10 p.m.,Guarded Beach
420,98118,Pritchard Island Beach,33,6 a.m. - 10 p.m.,Paths
420,98118,Pritchard Island Beach,26,6 a.m. - 10 p.m.,Rental Facility
420,98118,Pritchard Island Beach,27,6 a.m. - 10 p.m.,Restrooms
420,98118,Pritchard Island Beach,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
420,98118,Pritchard Island Beach,34,6 a.m. - 10 p.m.,View
420,98118,Pritchard Island Beach,36,6 a.m. - 10 p.m.,Waterfront
420,98118,Pritchard Island Beach,9,6 a.m. - 10 p.m.,Weddings and Ceremonies
4158,98106,Puget Boulevard Commons,19,4 a.m. - 11:30 p.m.,Lawn Bowling
4158,98106,Puget Boulevard Commons,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
4158,98106,Puget Boulevard Commons,37,4 a.m. - 11:30 p.m.,Woods
3993,98106,Puget Creek Greenspace,56,4 a.m. - 11:30 p.m.,Green Space
462,98106,Puget Park,11,4 a.m. - 11:30 p.m.,Creek
462,98106,Puget Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
462,98106,Puget Park,37,4 a.m. - 11:30 p.m.,Woods
4045,98115,Rainbow Point,33,4 a.m. - 11:30 p.m.,Paths
4045,98115,Rainbow Point,34,4 a.m. - 11:30 p.m.,View
290,98118,Sturtevant Ravine,56,4 a.m. - 11:30 p.m.,Green Space
391,98105,Ravenna Park,45,4 a.m. - 11:30 p.m.,Baseball/Softball
391,98105,Ravenna Park,11,4 a.m. - 11:30 p.m.,Creek
391,98105,Ravenna Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
391,98105,Ravenna Park,33,4 a.m. - 11:30 p.m.,Paths
391,98105,Ravenna Park,21,4 a.m. - 11:30 p.m.,Picnic Sites
391,98105,Ravenna Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
391,98105,Ravenna Park,27,4 a.m. - 11:30 p.m.,Restrooms
391,98105,Ravenna Park,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
391,98105,Ravenna Park,44,4 a.m. - 11:30 p.m.,Soccer
391,98105,Ravenna Park,30,4 a.m. - 11:30 p.m.,Tennis Backboard (Outdoor)
391,98105,Ravenna Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
391,98105,Ravenna Park,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
391,98105,Ravenna Park,37,4 a.m. - 11:30 p.m.,Woods
4411,98105,Ravenna Woods,56,4 a.m. - 11:30 p.m.,Green Space
488,98115,Ravenna-Eckstein Park,3,4 a.m. - 11:30 p.m.,Basketball (Full)
488,98115,Ravenna-Eckstein Park,10,4 a.m. - 11:30 p.m.,Community Center
488,98115,Ravenna-Eckstein Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
488,98115,Ravenna-Eckstein Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
336,98121,Regrade Park,12,6 a.m. - 10 p.m.,Dog Off Leash Area
336,98121,Regrade Park,20,6 a.m. - 10 p.m.,Pesticide Free
463,98106,Riverview Playfield,45,6 a.m. - 10 p.m.,Baseball/Softball
463,98106,Riverview Playfield,3,6 a.m. - 10 p.m.,Basketball (Full)
463,98106,Riverview Playfield,22,6 a.m. - 10 p.m.,Play Area
463,98106,Riverview Playfield,27,6 a.m. - 10 p.m.,Restrooms
463,98106,Riverview Playfield,44,6 a.m. - 10 p.m.,Soccer
463,98106,Riverview Playfield,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
463,98106,Riverview Playfield,37,6 a.m. - 10 p.m.,Woods
379,98102,Roanoke Park,4,4 a.m. - 11:30 p.m.,Basketball (Half)
